INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-11-15','2015-01-07','830 237 6979','Watari','JP','high priority',9632);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-01-16','2027-11-29','685 625 5941','Diamante','AR','compromised',9633);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-11-11','2032-12-05','171 209 7327','Kaem','ID','extraction',9634);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-08-17','2026-07-19','935 570 7913','Batouri','CM','undercover surveillance',9635);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-17','2018-05-10','799 924 8764','Okpoga','NG','interception',9636);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-02-07','2009-12-05','266 625 8700','Santiago','PH','surveillance',9637);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-02-20','2014-02-08','317 945 7447','Palestina','PH','ongoing',9638);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-10-03','2034-05-07','456 432 1805','Kotabaru','ID','compromised',9639);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-12-12','2017-09-28','887 935 6355','Xinhua','CN','surveillance',9640);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-11-07','2030-08-01','806 331 0508','Sudikampir','ID','covert',9641);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-01-20','2013-12-11','360 995 7980','Shangma','CN','infiltration',9642);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-09-13','2027-01-10','945 208 6896','Khartoum','SD','compromised',9643);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-02-16','2014-06-13','468 915 2823','Likiep','MH','covert action',9644);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-05-03','2010-01-14','692 389 4792','Uwajima','JP','delayed',9645);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-04-11','2024-07-12','163 483 2965','Bruxelles','BE','counterintelligence',9646);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-04-30','2025-12-09','612 397 5739','Sacotes','PT','active',9647);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-11-19','2030-04-01','728 552 8544','Ketovo','RU','completed',9648);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-23','2026-05-03','553 846 4171','Pohang','KR','undercover surveillance',9649);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-15','2009-07-25','133 853 5582','Khartoum','SD','extraction',9650);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-07-15','2018-01-07','403 879 0638','Shirokovskiy','RU','covert',9651);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-05','2032-08-29','303 359 7071','Baima','CN','infiltration',9652);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-05','2010-02-05','501 598 2475','Houjie','CN','extraction',9653);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-04-26','2010-10-25','781 228 5617','Tukan','RU','counterintelligence',9654);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-04-13','2027-10-28','281 607 8711','Humble','US','surveillance',9655);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-21','2025-11-25','784 766 0974','Youxikou','CN','infiltration',9656);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-09-22','2007-02-25','114 986 0990','Wangshi','CN','compromised',9657);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-28','2007-10-20','797 747 7805','Paris 10','FR','active',9658);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-20','2014-11-27','697 325 8495','Citeguh','ID','extraction',9659);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-01-02','2020-09-30','933 174 5391','Kambar','PK','active',9660);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-22','2017-04-10','721 973 3396','Chagang','CN','active',9661);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-07-16','2022-02-11','693 456 5568','Bystryanka','RU','completed',9662);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-04-14','2007-01-13','257 137 8208','Boldumsaz','TM','extraction',9663);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-01-16','2007-10-17','325 962 3273','Guangping','CN','high priority',9664);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-03-08','2026-03-26','617 873 0974','Khartoum','SD','surveillance',9665);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-02-23','2017-01-24','834 471 2954','Muxagata','PT','infiltration',9666);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-03-30','2023-08-06','111 512 3554','Khartoum','SD','compromised',9667);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-03-21','2032-07-25','885 437 4803','Khartoum','SD','covert',9668);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-09','2028-04-08','691 337 6024','Hor','CN','infiltration',9669);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-02-01','2019-07-01','914 614 5166','Tsagaan-Olom','MN','infiltration',9670);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-08-18','2028-03-08','339 880 2456','Eskilstuna','SE','covert',9671);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-01','2031-09-13','424 889 0939','Khartoum','SD','active',9672);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-06-29','2016-04-04','745 641 1939','Banjar Sedang','ID','completed',9673);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-06-09','2033-09-03','553 918 8511','Liangguang','CN','covert action',9674);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-09-24','2021-10-04','345 658 6912','Enrile','PH','undercover',9675);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-01-19','2022-04-09','750 293 0220','Haodian','CN','reconnaissance',9676);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-02-15','2033-07-08','980 442 8320','Pribrezhnyy','RU','undercover',9677);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-18','2034-04-17','612 436 4684','Tracal','ID','interception',9678);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-27','2009-07-28','933 829 0055','Guadalupe','MX','reconnaissance',9679);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-01-31','2013-10-22','105 980 0858','Hankha','TH','delayed',9680);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-15','2009-05-03','835 112 0152','Zhongdong','CN','covert action',9681);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-18','2011-09-11','842 197 0143','Khartoum','SD','reconnaissance',9682);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-11-02','2020-03-02','556 124 5600','San Agustin','PH','high priority',9683);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-26','2024-01-15','717 371 3399','Nanfeng','CN','interception',9684);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-17','2033-07-02','413 767 1708','Levallois-Perret','FR','interception',9685);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-08-08','2024-04-26','812 466 7139','Zibo','CN','surveillance',9686);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-12-18','2026-05-07','490 987 0366','Goryachevodskiy','RU','completed',9687);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-12-02','2034-09-18','505 266 3172','Albuquerque','US','ongoing',9688);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-11-09','2017-11-07','245 909 3288','Shifang','CN','surveillance',9689);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-01-18','2023-10-15','596 825 8390','Yovon','TJ','ongoing',9690);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-02-21','2006-06-30','670 242 7065','Lipnica','PL','infiltration',9691);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-28','2022-12-29','855 939 2339','Gradac','HR','high priority',9692);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-06-05','2017-06-24','334 203 7714','Bratislava','SK','ongoing',9693);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-03-09','2011-06-27','947 944 8657','Hua Sai','TH','undercover surveillance',9694);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-27','2031-01-03','621 931 9182','Princeton','CA','high priority',9695);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-14','2017-06-01','415 449 1077','Ciklapa','ID','covert',9696);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-12-02','2022-12-25','147 651 1546','Khartoum','SD','reconnaissance',9697);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-29','2007-09-08','206 700 8297','Khartoum','SD','completed',9698);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-05-11','2009-11-24','587 622 4260','Khartoum','SD','cancelled',9699);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-01-21','2007-10-15','983 535 7653','Khlong Luang','TH','surveillance',9700);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-16','2023-11-08','730 194 8882','Xianyang','CN','infiltration',9701);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-06-03','2021-01-02','739 268 7633','Belle-Anse','HT','completed',9702);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-02','2008-12-12','335 841 9562','Campoalegre','CO','ongoing',9703);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-12-24','2024-09-17','333 388 9734','Uspenka','UA','compromised',9704);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-07-13','2029-11-16','177 349 5979','Sumberpitu','ID','under review',9705);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-09','2013-07-31','659 475 8062','Lazaro Cardenas','MX','reconnaissance',9706);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-12-12','2029-03-23','359 886 9994','Swords','IE','under review',9707);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-10-23','2017-09-24','693 638 6559','Navariya','UA','surveillance',9708);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-08-31','2025-01-16','828 916 6165','Wutumeiren','CN','extraction',9709);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-07-07','2021-10-21','640 914 7931','Puro Pinget','PH','ongoing',9710);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-09-11','2011-11-02','862 566 0214','Khartoum','SD','interception',9711);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-04-17','2029-05-09','699 495 1212','Lingda','CN','undercover',9712);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-11-25','2033-04-29','781 355 9286','Libei','CN','covert action',9713);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-30','2024-03-18','575 657 0752','Neresnytsya','UA','cancelled',9714);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-04-12','2028-01-15','273 908 5293','Germiston','ZA','delayed',9715);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-03-27','2029-08-16','136 173 3845','Bailu','CN','completed',9716);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-12-10','2013-10-22','647 498 5782','Jinbi','CN','ongoing',9717);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-05-17','2020-05-18','446 492 9369','Khartoum','SD','cancelled',9718);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-04-22','2028-08-18','305 339 5803','Venda do Valador','PT','under review',9719);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-09-27','2027-06-19','250 900 5502','Baimaqiao','CN','undercover',9720);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-04-18','2007-12-22','397 913 7230','Madimba','TZ','covert',9721);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-16','2009-01-24','667 171 1545','Eystur','FO','active',9722);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-02','2012-12-08','416 533 3549','Miura','JP','completed',9723);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-12-02','2007-07-12','252 263 8063','Koramlik','CN','under review',9724);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-01-30','2019-01-04','812 168 8069','Olenegorsk','RU','high priority',9725);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-10-01','2013-09-02','969 922 0376','Komorniki','PL','interception',9726);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-02','2034-12-05','236 130 9021','Khartoum','SD','covert',9727);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-06-04','2015-01-31','637 488 0184','Khartoum','SD','covert action',9728);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-02-18','2023-03-04','822 418 5573','Weichanglu','CN','ongoing',9729);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-11-24','2018-02-25','653 653 0432','Acolla','PE','extraction',9730);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-05-30','2006-03-22','354 150 0570','Meilisi','CN','compromised',9731);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-09-27','2033-07-25','124 586 9897','Heling','CN','rescue',9732);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-03-06','2028-07-11','214 466 0022','Arapuey','VE','delayed',9733);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-07-12','2007-10-13','620 426 9670','Sibayo','PE','undercover',9734);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-12-30','2012-08-30','312 595 5448','Chicago','US','delayed',9735);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-11-28','2006-02-28','187 961 9270','Akropong','GH','covert',9736);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-07-20','2025-08-29','307 559 3153','Paris 09','FR','surveillance',9737);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-08-25','2008-09-26','111 228 7525','Tengah','ID','covert action',9738);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-23','2022-09-21','681 895 1281','Tuam','IE','ongoing',9739);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-06-26','2013-04-02','875 602 2043','Utsunomiya-shi','JP','interception',9740);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-05-29','2016-09-08','154 731 0255','Khartoum','SD','delayed',9741);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-20','2015-09-12','408 611 0920','Heerlen','NL','rescue',9742);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-29','2009-05-20','963 715 7502','Khartoum','SD','extraction',9743);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-05-20','2034-02-18','339 797 9462','Tomislavgrad','BA','interception',9744);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-11-23','2012-02-21','585 886 9823','Khartoum','SD','ongoing',9745);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-09-02','2030-11-14','293 938 9303','Diriomo','NI','undercover surveillance',9746);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-01-25','2014-05-23','734 456 2079','Rio Claro','BR','interception',9747);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-18','2011-04-21','530 802 3662','Khartoum','SD','completed',9748);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-04-18','2030-06-13','177 910 1219','Gampengrejo','ID','reconnaissance',9749);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-07-03','2025-09-16','323 280 9715','Dogondoutchi','NE','rescue',9750);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-04-12','2026-09-19','415 961 5339','Mojorejo','ID','rescue',9751);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-23','2029-04-20','431 454 9636','Perstorp','SE','undercover surveillance',9752);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-04-11','2010-07-26','451 722 1504','Villa Santa Rita','AR','infiltration',9753);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-19','2034-07-17','519 609 1582','Lumbardhi','XK','delayed',9754);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-01-30','2020-05-14','806 942 3516','Kariya','JP','undercover surveillance',9755);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-03-29','2017-07-13','360 371 4513','Khartoum','SD','delayed',9756);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-03-28','2020-02-13','527 259 9970','Sharjah','AE','undercover surveillance',9757);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-04-24','2011-12-26','681 886 5499','Tlumach','UA','ongoing',9758);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-11','2018-04-03','498 290 8541','Meixian','CN','covert action',9759);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-02-07','2026-07-14','163 246 1534','Khartoum','SD','extraction',9760);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-11-16','2031-08-27','670 929 4883','Potlot','ID','compromised',9761);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-02-02','2006-07-25','369 532 1609','Barrouallie','VC','reconnaissance',9762);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-18','2028-02-19','753 134 6348','Till','PS','counterintelligence',9763);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-10','2015-03-16','833 580 1045','Jingyang','CN','completed',9764);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-09-22','2025-11-17','848 903 7082','Bergen','NO','completed',9765);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-07-16','2027-11-25','185 537 8617','Souto de Cima','PT','interception',9766);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-15','2022-06-16','691 373 7765','Bobigny','FR','surveillance',9767);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-16','2022-06-23','824 591 4191','Stockholm','SE','delayed',9768);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-02-09','2027-08-02','904 868 1393','Jiaoqiao','CN','covert action',9769);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-05-29','2030-04-27','242 649 1535','Czerniewice','PL','cancelled',9770);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-11','2032-03-14','585 281 8280','Dengzhuang','CN','interception',9771);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-16','2017-09-10','881 297 5353','Zhoupu','CN','infiltration',9772);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-03-04','2014-08-17','220 473 0255','Xiaodukou','CN','extraction',9773);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-10-04','2034-10-13','526 224 9319','Gastello','RU','delayed',9774);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-10-21','2010-11-08','543 804 5082','Sudzha','RU','surveillance',9775);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-11-15','2009-07-15','352 690 1032','Pawa','PH','under review',9776);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-12-27','2023-05-02','132 241 9027','Khartoum','SD','reconnaissance',9777);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-07-21','2026-12-11','202 382 9110','Washington','US','undercover',9778);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-05-21','2013-08-13','527 533 2566','Xiaodukou','CN','undercover',9779);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-01-07','2033-10-12','407 792 8962','Wonotirto','ID','surveillance',9780);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-22','2017-07-13','332 165 0044','Huaminglou','CN','covert action',9781);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-07-03','2029-02-07','784 559 2770','Tumu','ID','high priority',9782);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-06-24','2011-01-13','916 801 5752','Kon Tum','VN','undercover',9783);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-04-21','2021-06-14','613 557 5225','Rybinsk','RU','compromised',9784);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-09-06','2033-04-21','813 296 0718','Suugaant','MN','covert',9785);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-09','2033-02-02','842 623 2050','Sergiyev Posad','RU','reconnaissance',9786);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-01-29','2022-05-25','523 865 5180','Ciladaeun','ID','reconnaissance',9787);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-10-08','2007-01-07','893 996 5835','Khartoum','SD','completed',9788);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-07-29','2006-08-23','891 569 5991','Khartoum','SD','undercover surveillance',9789);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-02-04','2022-03-14','541 606 3390','Sivaki','RU','infiltration',9790);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-04-29','2014-04-10','538 432 1627','Quzhou','CN','compromised',9791);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-09','2011-12-13','760 833 3402','Aradac','RS','infiltration',9792);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-02-03','2018-01-17','945 610 6579','Xianzong','CN','delayed',9793);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-10-04','2029-08-16','448 566 3766','Wuxue Shi','CN','undercover surveillance',9794);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-01-19','2023-02-24','716 922 3652','Druju','ID','completed',9795);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-11-21','2030-06-19','292 806 3902','Khartoum','SD','reconnaissance',9796);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-23','2025-01-31','707 696 3144','Khartoum','SD','high priority',9797);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-02-11','2020-07-02','678 407 2015','Songbo','CN','ongoing',9798);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-05-13','2021-08-28','547 666 8281','Hualongyan','CN','extraction',9799);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-03-23','2016-08-06','300 477 5516','Lianyun','CN','undercover',9800);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-03','2010-03-06','558 891 0198','Khartoum','SD','rescue',9801);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-06-04','2008-06-06','394 836 4900','Chekhov','RU','counterintelligence',9802);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-24','2034-11-14','726 294 2857','Khartoum','SD','undercover',9803);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-23','2032-07-27','155 502 0473','Khartoum','SD','covert',9804);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-11-27','2025-12-17','696 440 7959','Were','ID','rescue',9805);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-12-18','2008-06-04','803 260 7692','Cheping','CN','completed',9806);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-05-23','2025-08-24','500 905 8569','Xicheng','CN','undercover surveillance',9807);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-09-25','2029-02-17','383 291 1494','Sukaharja','ID','ongoing',9808);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-06-11','2011-09-11','910 760 0968','Khartoum','SD','covert action',9809);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-03-26','2022-03-25','541 504 3564','Dongen','NL','interception',9810);
